138,119.5,38,59
138,117.5,38,59
132.268,113.285,46.5386,72.2573
133.492,113.285,46.5386,72.2573
133.492,112.06,46.5386,72.2573
132.268,112.06,46.5386,72.2573
132.268,114.509,46.5386,72.2573
132.268,113.285,46.5386,72.2573
133.492,113.285,46.5386,72.2573
132.268,113.285,46.5386,72.2573
132.268,113.285,46.5386,72.2573
132.268,113.285,46.5386,72.2573
132.268,113.285,46.5386,72.2573
131.043,112.06,46.5386,72.2573
126,105.75,57,88.5
124.5,102.75,57,88.5
126,102.75,57,88.5
124.5,101.25,57,88.5
124.5,101.25,57,88.5
123,102.75,57,88.5
124.5,101.25,57,88.5
123,102.75,57,88.5
124.5,102.75,57,88.5
127.5,101.25,57,88.5
126,102.75,57,88.5
126,101.25,57,88.5
124.5,104.25,57,88.5
126,105.75,57,88.5
127.5,102.75,57,88.5
127.5,102.75,57,88.5
129,104.25,57,88.5
129,105.75,57,88.5
129,105.75,57,88.5
129,104.25,57,88.5
130.5,105.75,57,88.5
129,105.75,57,88.5
129,105.75,57,88.5
127.5,105.75,57,88.5
126,107.25,57,88.5
124.5,108.75,57,88.5
128.594,116.959,46.5386,72.2573
127.369,116.959,46.5386,72.2573
124.919,115.734,46.5386,72.2573
122.47,114.509,46.5386,72.2573
120.021,113.285,46.5386,72.2573
121.245,112.06,46.5386,72.2573
122.47,112.06,46.5386,72.2573
124.919,112.06,46.5386,72.2573
127.369,112.06,46.5386,72.2573
131.043,110.835,46.5386,72.2573
133.492,112.06,46.5386,72.2573
137.166,112.06,46.5386,72.2573
140.84,112.06,46.5386,72.2573
147,119.5,38,59
138.391,115.734,46.5386,72.2573
135.942,115.734,46.5386,72.2573
135.942,114.509,46.5386,72.2573
127.5,108.75,57,88.5
126,110.25,57,88.5
128.594,123.082,46.5386,72.2573
129.818,123.082,46.5386,72.2573
129.818,124.307,46.5386,72.2573
131.043,124.307,46.5386,72.2573
133.492,123.082,46.5386,72.2573
126,114.75,57,88.5
129,111.75,57,88.5
130.5,110.25,57,88.5
132,108.75,57,88.5
132,108.75,57,88.5
135,102.75,57,88.5
136.5,95.25,57,88.5
139.5,87.75,57,88.5
142.5,77.25,57,88.5
142.5,71.25,57,88.5
141,66.75,57,88.5
139.5,62.25,57,88.5
132,63.75,57,88.5
121.5,66.75,57,88.5
113.897,85.1166,46.5386,72.2573
106.549,98.5883,46.5386,72.2573
93,105.75,57,88.5
94.5,119.25,57,88.5
102,131.25,57,88.5
111,141.75,57,88.5
129.818,158.599,46.5386,72.2573
139.616,163.497,46.5386,72.2573
156,172.5,38,59
162,173.5,38,59
166,171.5,38,59
168,165.5,38,59
167,157.5,38,59
165,148.5,38,59
162,140.5,38,59
159,131.5,38,59
153,124.5,38,59
146,118.5,38,59
138,115.5,38,59
128,114.5,38,59
120,115.5,38,59
114,120.5,38,59
118.393,127.782,31.027,48.1735
120.842,130.232,31.027,48.1735
124.108,132.681,31.027,48.1735
129.007,132.681,31.027,48.1735
135.539,132.681,31.027,48.1735
141.255,131.048,31.027,48.1735
146.97,128.599,31.027,48.1735
151.053,126.149,31.027,48.1735
154.318,123.7,31.027,48.1735
155.135,121.25,31.027,48.1735
158.079,122.395,25.346,39.353
157.412,120.394,25.346,39.353
156.078,117.726,25.346,39.353
152.743,115.057,25.346,39.353
149.408,113.723,25.346,39.353
144.072,114.39,25.346,39.353
140.07,117.059,25.346,39.353
138.736,120.394,25.346,39.353
138.736,124.396,25.346,39.353
138.069,127.73,25.346,39.353
138.069,129.732,25.346,39.353
139.403,129.064,25.346,39.353
141.404,126.396,25.346,39.353
143.405,124.396,25.346,39.353
143.405,123.729,25.346,39.353
142.071,122.395,25.346,39.353
140.737,119.727,25.346,39.353
139.403,117.059,25.346,39.353
138.069,116.392,25.346,39.353
137.402,117.059,25.346,39.353
136.735,117.059,25.346,39.353
136.068,117.059,25.346,39.353
133.09,113.085,31.027,48.1735
136.735,116.392,25.346,39.353
136.735,115.057,25.346,39.353
133.4,113.723,25.346,39.353
129.398,115.725,25.346,39.353
129.398,116.392,25.346,39.353
126.73,121.728,25.346,39.353
126.73,121.728,25.346,39.353
126.063,123.062,25.346,39.353
126.063,124.396,25.346,39.353
126.73,125.063,25.346,39.353
128.064,131.732,25.346,39.353
128.731,134.4,25.346,39.353
129.398,135.734,25.346,39.353
129.398,135.734,25.346,39.353
126.73,133.066,25.346,39.353
120.025,127.782,31.027,48.1735
117.576,126.149,31.027,48.1735
118.393,119.617,31.027,48.1735
109,115.5,38,59
100,110.5,38,59
99,102.5,38,59
97.98,101.654,31.027,48.1735
102.718,99.7165,25.346,39.353
104.052,96.3815,25.346,39.353
109.388,89.7115,25.346,39.353
116.725,91.7125,25.346,39.353
128.731,92.3795,25.346,39.353
124.108,104.104,31.027,48.1735
125.741,104.104,31.027,48.1735
128.191,104.104,31.027,48.1735
129.007,107.37,31.027,48.1735
129.007,110.636,31.027,48.1735
129.824,113.085,31.027,48.1735
131.456,114.718,31.027,48.1735
129.824,117.984,31.027,48.1735
129.007,121.25,31.027,48.1735
129.007,123.7,31.027,48.1735
127.374,126.149,31.027,48.1735
126.558,127.782,31.027,48.1735
125.741,129.415,31.027,48.1735
124.108,129.415,31.027,48.1735
121.659,131.865,31.027,48.1735
121.659,135.131,31.027,48.1735
120.842,137.58,31.027,48.1735
122.475,140.03,31.027,48.1735
127.374,137.58,31.027,48.1735
130.64,136.764,31.027,48.1735
136.355,135.131,31.027,48.1735
140.438,134.314,31.027,48.1735
145.337,135.131,31.027,48.1735
146.154,135.947,31.027,48.1735
145.337,134.314,31.027,48.1735
145.337,134.314,31.027,48.1735
144.521,134.314,31.027,48.1735
145.337,133.498,31.027,48.1735
146.154,132.681,31.027,48.1735
146.97,133.498,31.027,48.1735
147.786,132.681,31.027,48.1735
150.236,133.498,31.027,48.1735
151.869,133.498,31.027,48.1735
155.135,131.865,31.027,48.1735
159.217,132.681,31.027,48.1735
165.749,133.498,31.027,48.1735
170.648,135.131,31.027,48.1735
175.548,136.764,31.027,48.1735
180.447,139.213,31.027,48.1735
186.76,148.408,25.346,39.353
193.43,150.408,25.346,39.353
199.433,151.076,25.346,39.353
200.1,153.076,25.346,39.353
194.327,149.011,31.027,48.1735
193.51,150.644,31.027,48.1735
192,140.5,38,59
192,141.5,38,59
191.053,127.981,46.5386,72.2573
189.828,124.307,46.5386,72.2573
187.379,116.959,46.5386,72.2573
186.154,107.161,46.5386,72.2573
182.48,97.3636,46.5386,72.2573
180.031,90.0154,46.5386,72.2573
178.806,81.4426,46.5386,72.2573
177.581,75.319,46.5386,72.2573
175.5,56.25,57,88.5
169.5,53.25,57,88.5
160.5,53.25,57,88.5
153,53.25,57,88.5
144,53.25,57,88.5
129,53.25,57,88.5
114,53.25,57,88.5
100.5,51.75,57,88.5
83.2796,64.2967,46.5386,72.2573
72,50.25,57,88.5
63.6844,63.072,46.5386,72.2573
53.8868,65.5214,46.5386,72.2573
44.0892,69.1955,46.5386,72.2573
40.4151,74.0943,46.5386,72.2573
42,89.5,38,59
45,93.5,38,59
47,98.5,38,59
52,101.5,38,59
55,105.5,38,59
63.687,113.902,31.027,48.1735
68.586,113.902,31.027,48.1735
74.3015,113.085,31.027,48.1735
80.017,112.269,31.027,48.1735
87.377,117.726,25.346,39.353
92.046,117.726,25.346,39.353
96.048,119.06,25.346,39.353
99.383,123.062,25.346,39.353
102.718,127.73,25.346,39.353
106.72,131.732,25.346,39.353
112.056,133.734,25.346,39.353
117.392,133.734,25.346,39.353
120.727,133.734,25.346,39.353
121.394,133.734,25.346,39.353
122.061,133.066,25.346,39.353
122.728,132.4,25.346,39.353
122.728,131.066,25.346,39.353
122.728,129.732,25.346,39.353
122.061,127.73,25.346,39.353
121.394,125.729,25.346,39.353
120.727,123.729,25.346,39.353
119.393,121.061,25.346,39.353
118.726,117.726,25.346,39.353
118.059,115.057,25.346,39.353
117.392,113.723,25.346,39.353
118.059,113.056,25.346,39.353
118.726,112.389,25.346,39.353
120.06,112.389,25.346,39.353
121.394,111.055,25.346,39.353
122.061,110.388,25.346,39.353
123.395,109.054,25.346,39.353
124.729,108.387,25.346,39.353
125.396,109.054,25.346,39.353
126.063,109.721,25.346,39.353
126.73,111.722,25.346,39.353
128.064,113.056,25.346,39.353
130.065,113.056,25.346,39.353
132.066,111.722,25.346,39.353
134.067,110.388,25.346,39.353
134.734,108.387,25.346,39.353
134.067,106.386,25.346,39.353
132.066,105.719,25.346,39.353
128.731,105.719,25.346,39.353
124.729,105.719,25.346,39.353
122.061,107.053,25.346,39.353
120.06,109.054,25.346,39.353
118.059,113.056,25.346,39.353
116.058,117.726,25.346,39.353
116.058,121.728,25.346,39.353
116.058,127.063,25.346,39.353
117.392,131.066,25.346,39.353
118.726,136.402,25.346,39.353
119.393,141.07,25.346,39.353
120.727,145.072,25.346,39.353
120.842,140.846,31.027,48.1735
121.659,142.479,31.027,48.1735
122.475,143.296,31.027,48.1735
123.292,143.296,31.027,48.1735
122.475,141.663,31.027,48.1735
120.842,140.03,31.027,48.1735
117.576,140.03,31.027,48.1735
114.31,141.663,31.027,48.1735
112.677,141.663,31.027,48.1735
111.861,142.479,31.027,48.1735
111.044,143.296,31.027,48.1735
107,137.5,38,59
105,140.5,38,59
105,142.5,38,59
105,144.5,38,59
106,146.5,38,59
106,148.5,38,59
108,148.5,38,59
112,148.5,38,59
109,150.5,38,59
108,149.5,38,59
108,149.5,38,59
110,151.5,38,59
109,151.5,38,59
110,145.5,38,59
114,145.5,38,59
119,146.5,38,59
122.475,156.36,31.027,48.1735
124.924,157.176,31.027,48.1735
128.191,159.626,31.027,48.1735
130.64,161.259,31.027,48.1735
133.09,163.708,31.027,48.1735
134.723,166.974,31.027,48.1735
137.402,175.755,25.346,39.353
138.736,176.421,25.346,39.353
139.403,175.755,25.346,39.353
140.737,174.421,25.346,39.353
141.404,173.087,25.346,39.353
141.404,172.419,25.346,39.353
141.404,171.753,25.346,39.353
