138,120,38,59
138,118,38,59
139,117,38,59
138,117,38,59
138,118,38,59
139,117,38,59
138,118,38,59
139,118,38,59
139,119,38,59
138,119,38,59
138,120,38,59
138,119,38,59
139,119,38,59
138,118,38,59
138,116,38,59
138,115,38,59
138,114,38,59
138,115,38,59
139,114,38,59
139,115,38,59
140,115,38,59
141,116,38,59
140,116,38,59
140,115,38,59
141,116,38,59
141,116,38,59
140,116,38,59
140,116,38,59
142,116,38,59
143,116,38,59
143,117,38,59
144,117,38,59
143,118,38,59
144,117,38,59
144,117,38,59
144,117,38,59
143,118,38,59
142,119,38,59
140,121,38,59
138,122,38,59
135,122,38,59
133,124,38,59
132,123,38,59
129,123,38,59
126,121,38,59
126,119,38,59
130,118,38,59
131,119,38,59
135,118,38,59
138,117,38,59
142,118,38,59
145,118,38,59
149,118,38,59
148,121,38,59
146,123,38,59
144,123,38,59
144,123,38,59
143,123,38,59
141,123,38,59
138,127,38,59
138,130,38,59
139,130,38,59
141,129,38,59
142,128,38,59
145,126,38,59
146,122,38,59
148,121,38,59
149,121,38,59
148,119,38,59
149,115,38,59
153,107,38,59
155,97,38,59
159,89,38,59
160,84,38,59
159,77,38,59
158,73,38,59
151,73,38,59
140,78,38,59
126,87,38,59
116,101,38,59
111,115,38,59
111,129,38,59
118,141,38,59
127,153,38,59
137,162,38,59
147,168,38,59
155,171,38,59
162,172,38,59
166,170,38,59
168,165,38,59
167,156,38,59
165,147,38,59
162,139,38,59
158,130,38,59
153,123,38,59
146,118,38,59
137,115,38,59
128,114,38,59
120,115,38,59
114,120,38,59
113,123,38,59
115,126,38,59
119,128,38,59
124,128,38,59
130,127,38,59
136,126,38,59
141,123,38,59
145,121,38,59
148,119,38,59
150,116,38,59
150,113,38,59
149,112,38,59
147,109,38,59
145,106,38,59
141,105,38,59
135,106,38,59
131,109,38,59
130,112,38,59
130,116,38,59
130,120,38,59
130,121,38,59
131,120,38,59
133,118,38,59
135,116,38,59
135,116,38,59
134,114,38,59
132,111,38,59
130,109,38,59
129,108,38,59
129,107,38,59
128,107,38,59
128,107,38,59
127,105,38,59
131,104,38,59
130,103,38,59
127,104,38,59
123,104,38,59
125,104,38,59
122,107,38,59
121,112,38,59
122,109,38,59
121,114,38,59
121,115,38,59
120,119,38,59
121,121,38,59
121,121,38,59
122,122,38,59
120,120,38,59
119,122,38,59
116,118,38,59
135,116,38,59
134,116,38,59
130,115,38,59
127,113,38,59
123,110,38,59
121,110,38,59
118,109,38,59
120,107,38,59
126,104,38,59
127,103,38,59
129,96,38,59
131,98,38,59
133,98,38,59
136,101,38,59
133,105,38,59
135,108,38,59
135,111,38,59
132,114,38,59
132,116,38,59
134,120,38,59
132,120,38,59
131,122,38,59
130,123,38,59
130,122,38,59
130,126,38,59
129,128,38,59
131,131,38,59
132,133,38,59
136,133,38,59
141,131,38,59
144,130,38,59
149,128,38,59
152,128,38,59
151,128,38,59
151,128,38,59
150,127,38,59
152,129,38,59
155,128,38,59
155,129,38,59
158,127,38,59
158,129,38,59
159,129,38,59
163,129,38,59
168,127,38,59
171,128,38,59
174,129,38,59
178,131,38,59
181,133,38,59
186,135,38,59
191,137,38,59
196,139,38,59
200,141,38,59
200,143,38,59
200,144,38,59
202,146,38,59
206,146,38,59
209,147,38,59
213,146,38,59
215,141,38,59
216,133,38,59
216,125,38,59
214,113,38,59
212,106,38,59
212,98,38,59
212,91,38,59
212,85,38,59
210,80,38,59
210,80,38,59
207,82,38,59
201,83,38,59
191,84,38,59
176,84,38,59
154,82,38,59
130,81,38,59
111,81,38,59
94,81,38,59
81,84,38,59
70,87,38,59
65,92,38,59
62,97,38,59
63,101,38,59
66,106,38,59
69,109,38,59
72,112,38,59
75,112,38,59
80,112,38,59
84,111,38,59
88,109,38,59
92,109,38,59
96,109,38,59
99,110,38,59
102,114,38,59
105,118,38,59
108,122,38,59
112,125,38,59
116,124,38,59
119,124,38,59
118,125,38,59
119,122,38,59
119,121,38,59
120,119,38,59
120,117,38,59
119,116,38,59
118,115,38,59
117,113,38,59
116,110,38,59
115,107,38,59
114,105,38,59
114,102,38,59
116,100,38,59
116,99,38,59
118,99,38,59
119,97,38,59
120,96,38,59
118,97,38,59
122,96,38,59
120,97,38,59
123,97,38,59
124,98,38,59
126,99,38,59
126,99,38,59
127,100,38,59
128,98,38,59
129,95,38,59
129,93,38,59
128,93,38,59
125,92,38,59
120,94,38,59
118,95,38,59
116,97,38,59
113,101,38,59
112,104,38,59
111,109,38,59
112,113,38,59
113,118,38,59
114,122,38,59
115,126,38,59
118,133,38,59
119,136,38,59
120,138,38,59
122,140,38,59
122,138,38,59
121,138,38,59
119,137,38,59
117,137,38,59
113,138,38,59
111,138,38,59
109,139,38,59
109,140,38,59
107,142,38,59
106,145,38,59
106,147,38,59
106,149,38,59
108,151,38,59
107,152,38,59
108,152,38,59
112,152,38,59
110,153,38,59
109,152,38,59
111,152,38,59
111,153,38,59
111,154,38,59
112,149,38,59
117,148,38,59
121,149,38,59
124,151,38,59
127,153,38,59
129,155,38,59
132,157,38,59
134,159,38,59
134,162,38,59
135,164,38,59
136,165,38,59
137,164,38,59
138,163,38,59
139,161,38,59
139,161,38,59
139,160,38,59
